"Fecha","DiaSemana","Rango","Diario","CambioDiario","CambioSemanal","Cines","Promedio","Acumulado","Dia","Estimado","Pelicula"
2017-02-13,"Monday",11,150569,-64.2,-41.7,929,162,527313525,60,"false","Rogue One"
2017-02-14,"Tuesday",13,260751,73.2,-14.5,929,280,527574276,61,"false","Rogue One"
2017-02-15,"Wednesday",12,128105,-50.9,-48.6,929,137,527702381,62,"false","Rogue One"
2017-02-16,"Thursday",10,109087,-14.8,-50.9,929,117,527811468,63,"false","Rogue One"
2017-02-17,"Friday",16,177317,62.5,-50.2,435,407,527988785,64,"false","Rogue One"
2017-02-18,"Saturday",17,336597,89.8,-53.2,435,773,528325382,65,"false","Rogue One"
2017-02-19,"Sunday",17,277394,-17.6,-34,435,637,528602776,66,"false","Rogue One"
2017-02-20,"Monday",15,204706,-26.2,36,435,470,528807482,67,"false","Rogue One"
2017-02-21,"Tuesday",19,81850,-60,-68.6,435,188,528889332,68,"false","Rogue One"
2017-02-22,"Wednesday",18,66159,-19.2,-48.4,435,152,528955491,69,"false","Rogue One"
2017-02-23,"Thursday",18,65053,-1.7,-40.4,435,149,529020544,70,"false","Rogue One"
2017-02-24,"Friday",23,98653,51.7,-44.4,284,347,529119197,71,"false","Rogue One"
2017-02-25,"Saturday",22,199385,102.1,-40.8,284,702,529318582,72,"false","Rogue One"
2017-02-26,"Sunday",20,125349,-37.1,-54.8,284,441,529443931,73,"false","Rogue One"
2017-02-27,"Monday",22,40005,-68.1,-80.5,284,140,529483936,74,"false","Rogue One"
2017-02-28,"Tuesday",23,46876,17.2,-42.7,284,165,529530812,75,"false","Rogue One"
2017-03-01,"Wednesday",22,38557,-17.7,-41.7,284,135,529569369,76,"false","Rogue One"
2017-03-02,"Thursday",21,35423,-8.1,-45.5,284,124,529604792,77,"false","Rogue One"
2017-03-03,"Friday",24,55412,56.4,-43.8,165,335,529660204,78,"false","Rogue One"
2017-03-04,"Saturday",24,105500,90.4,-47.1,165,639,529765704,79,"false","Rogue One"
2017-03-05,"Sunday",24,63029,-40.3,-49.7,165,381,529828733,80,"false","Rogue One"
2017-03-06,"Monday",26,18874,-70.1,-52.8,165,114,529847607,81,"false","Rogue One"
2017-03-07,"Tuesday",25,25526,35.2,-45.5,165,154,529873133,82,"false","Rogue One"
2017-03-08,"Wednesday",27,17436,-31.7,-54.8,165,105,529890569,83,"false","Rogue One"
2017-03-09,"Thursday",28,17831,2.3,-49.7,165,108,529908400,84,"false","Rogue One"
2017-03-10,"Friday",24,48687,173,-12.1,166,293,529957087,85,"false","Rogue One"
2017-03-11,"Saturday",23,100303,106,-4.9,166,604,530057390,86,"false","Rogue One"
2017-03-12,"Sunday",23,60657,-39.5,-3.8,166,365,530118047,87,"false","Rogue One"
2017-03-13,"Monday",24,22767,-62.5,20.6,166,137,530140814,88,"false","Rogue One"
2017-03-14,"Tuesday",24,29055,27.6,13.8,166,175,530169869,89,"false","Rogue One"
2017-03-15,"Wednesday",24,24399,-16,39.9,166,146,530194268,90,"false","Rogue One"
2017-03-16,"Thursday",23,51264,110.1,187.5,166,308,530245532,91,"false","Rogue One"
2017-03-17,"Friday",12,174366,240.1,258.1,179,974,530419898,92,"false","Rogue One"
2017-03-18,"Saturday",14,242602,39.1,141.9,179,1355,530662500,93,"false","Rogue One"
2017-03-19,"Sunday",21,85937,-64.6,41.7,179,480,530748437,94,"false","Rogue One"
2017-03-20,"Monday",20,28252,-67.1,24.1,179,157,530776689,95,"false","Rogue One"
2017-03-21,"Tuesday",23,33696,19.3,16,179,188,530810385,96,"false","Rogue One"
2017-03-22,"Wednesday",23,29397,-12.8,20.5,179,164,530839782,97,"false","Rogue One"
2017-03-23,"Thursday",20,27717,-5.7,-45.9,179,154,530867499,98,"false","Rogue One"
2017-03-24,"Friday",14,134780,386.3,-22.7,267,504,531002279,99,"false","Rogue One"
2017-03-25,"Saturday",15,212150,57.4,-12.6,267,794,531214429,100,"false","Rogue One"
2017-03-26,"Sunday",17,100062,-52.8,16.4,267,374,531314491,101,"false","Rogue One"
2017-03-27,"Monday",16,36605,-63.4,29.6,267,137,531351096,102,"false","Rogue One"
2017-03-28,"Tuesday",17,42553,16.2,26.3,267,159,531393649,103,"false","Rogue One"
2017-03-29,"Wednesday",16,37230,-12.5,26.6,267,139,531430879,104,"false","Rogue One"
2017-03-30,"Thursday",14,41617,11.8,50.1,267,155,531472496,105,"false","Rogue One"
2017-03-31,"Friday",16,77238,85.6,-42.7,224,344,531549734,106,"false","Rogue One"
2017-04-01,"Saturday",16,113232,46.6,-46.6,224,505,531662966,107,"false","Rogue One"
2017-04-02,"Sunday",17,58604,-48.2,-41.4,224,261,531721570,108,"false","Rogue One"
2017-04-03,"Monday",18,19905,-66,-45.6,224,88,531741475,109,"false","Rogue One"
2017-04-04,"Tuesday",19,21807,9.6,-48.8,224,97,531763282,110,"false","Rogue One"
2017-04-05,"Wednesday",20,18970,-13,-49,224,84,531782252,111,"false","Rogue One"
2017-04-06,"Thursday",17,22623,19.3,-45.6,224,100,531804875,112,"false","Rogue One"
2017-04-07,"Friday",22,45815,102.5,-40.7,177,258,531850690,113,"false","Rogue One"
2017-04-08,"Saturday",21,75265,64.3,-33.5,177,425,531925955,114,"false","Rogue One"
2017-04-09,"Sunday",26,32182,-57.2,-45.1,177,181,531958137,115,"false","Rogue One"
2017-04-10,"Monday",27,9288,-71.1,-53.3,177,52,531967425,116,"false","Rogue One"
2017-04-11,"Tuesday",27,10739,15.6,-50.8,177,60,531978164,117,"false","Rogue One"
2017-04-12,"Wednesday",27,10410,-3.1,-45.1,177,58,531988574,118,"false","Rogue One"
2017-04-13,"Thursday",25,14373,38.1,-36.5,177,81,532002947,119,"false","Rogue One"
2017-04-14,"Friday",30,28679,99.5,-37.4,121,237,532031626,120,"false","Rogue One"
2017-04-15,"Saturday",33,23976,-16.4,-68.1,121,198,532055602,121,"false","Rogue One"
2017-04-16,"Sunday",32,14209,-40.7,-55.8,121,117,532069811,122,"false","Rogue One"
2017-04-17,"Monday",33,6212,-56.3,-33.1,121,51,532076023,123,"false","Rogue One"
2017-04-18,"Tuesday",33,5291,-14.8,-50.7,121,43,532081314,124,"false","Rogue One"
2017-04-19,"Wednesday",34,4997,-5.6,-52,121,41,532086311,125,"false","Rogue One"
2017-04-20,"Thursday",31,5598,12,-61.1,121,46,532091909,126,"false","Rogue One"
2017-04-21,"Friday",35,10510,87.7,-63.4,71,148,532102419,127,"false","Rogue One"
2017-04-22,"Saturday",35,20107,91.3,-16.1,71,283,532122526,128,"false","Rogue One"
2017-04-23,"Sunday",36,9509,-52.7,-33.1,71,133,532132035,129,"false","Rogue One"
2017-04-24,"Monday",38,2239,-76.5,-64,71,31,532134274,130,"false","Rogue One"
2017-04-25,"Tuesday",39,2572,14.9,-51.4,71,36,532136846,131,"false","Rogue One"
2017-04-26,"Wednesday",35,2734,6.3,-45.3,71,38,532139580,132,"false","Rogue One"
2017-04-27,"Thursday",35,3324,21.6,-40.6,71,46,532142904,133,"false","Rogue One"
2017-04-28,"Friday",37,9696,191.7,-7.7,43,225,532152600,134,"false","Rogue One"
2017-04-29,"Saturday",40,14327,47.8,-28.7,43,333,532166927,135,"false","Rogue One"
2017-04-30,"Sunday",40,4769,-66.7,-49.8,43,110,532171696,136,"false","Rogue One"
2017-05-01,"Monday",45,1042,-78.2,-53.5,43,24,532172738,137,"false","Rogue One"
2017-05-02,"Tuesday",43,1408,35.1,-45.3,43,32,532174146,138,"false","Rogue One"
2017-05-03,"Wednesday",43,1066,-24.3,-61,43,24,532175212,139,"false","Rogue One"
2017-05-04,"Thursday",39,2112,98.1,-36.5,43,49,532177324,140,"false","Rogue One"
2018-05-25,"Friday",1,35375125,0,0,4381,8074,35375125,1,"false","Solo"
2018-05-26,"Saturday",1,24601896,-30.5,0,4381,5615,59977021,2,"false","Solo"
2018-05-27,"Sunday",1,24443468,-0.6,0,4381,5579,84420489,3,"false","Solo"
2018-05-28,"Monday",1,18596323,-23.9,0,4381,4244,103016812,4,"false","Solo"
2018-05-29,"Tuesday",1,7295767,-60.8,0,4381,1665,110312579,5,"false","Solo"
2018-05-30,"Wednesday",1,4855886,-33.4,0,4381,1108,115168465,6,"false","Solo"
2018-05-31,"Thursday",1,4424227,-8.9,0,4381,1009,119592692,7,"false","Solo"
2018-06-01,"Friday",1,8121086,83.6,-77,4381,1853,127713778,8,"false","Solo"
2018-06-02,"Saturday",1,12318620,51.7,-49.9,4381,2811,140032398,9,"false","Solo"
2018-06-03,"Sunday",1,8957176,-27.3,-63.4,4381,2044,148989574,10,"false","Solo"
2018-06-04,"Monday",1,2964621,-66.9,-84.1,4381,676,151954195,11,"false","Solo"
2018-06-05,"Tuesday",1,3987363,34.5,-45.3,4381,910,155941558,12,"false","Solo"
2018-06-06,"Wednesday",1,2544321,-36.2,-47.6,4381,580,158485879,13,"false","Solo"
2018-06-07,"Thursday",1,2465595,-3.1,-44.3,4381,562,160951474,14,"false","Solo"
2018-06-08,"Friday",3,4055635,64.5,-50.1,4335,935,165007109,15,"false","Solo"
2018-06-09,"Saturday",2,6551179,61.5,-46.8,4335,1511,171558288,16,"false","Solo"
2018-06-10,"Sunday",2,5141761,-21.5,-42.6,4335,1186,176700049,17,"false","Solo"
2018-06-11,"Monday",2,1803047,-64.9,-39.2,4335,415,178503096,18,"false","Solo"
2018-06-12,"Tuesday",2,2265615,25.7,-43.2,4335,522,180768711,19,"false","Solo"
2018-06-13,"Wednesday",2,1617851,-28.6,-36.4,4335,373,182386562,20,"false","Solo"
2018-06-14,"Thursday",2,1377525,-14.9,-44.1,4335,317,183764087,21,"false","Solo"
2018-06-15,"Friday",4,2488274,80.6,-38.6,3182,781,186252361,22,"false","Solo"
2018-06-16,"Saturday",4,3593143,44.4,-45.2,3182,1129,189845504,23,"false","Solo"
2018-06-17,"Sunday",4,3919639,9.1,-23.8,3182,1231,193765143,24,"false","Solo"
2018-06-18,"Monday",5,1100258,-71.9,-39,3182,345,194865401,25,"false","Solo"
2018-06-19,"Tuesday",5,1329329,20.8,-41.3,3182,417,196194730,26,"false","Solo"
2018-06-20,"Wednesday",6,1008965,-24.1,-37.6,3182,317,197203695,27,"false","Solo"
2018-06-21,"Thursday",4,928175,-8,-32.6,3182,291,198131870,28,"false","Solo"
2018-06-22,"Friday",6,1269170,36.7,-49,2338,542,199401040,29,"false","Solo"
2018-06-23,"Saturday",6,1914444,50.8,-46.7,2338,818,201315484,30,"false","Solo"
2018-06-24,"Sunday",6,1323918,-30.8,-66.2,2338,566,202639402,31,"false","Solo"
2018-06-25,"Monday",7,527879,-60.1,-52,2338,225,203167281,32,"false","Solo"
2018-06-26,"Tuesday",7,694944,31.6,-47.7,2338,297,203862225,33,"false","Solo"
2018-06-27,"Wednesday",7,552478,-20.5,-45.2,2338,236,204414703,34,"false","Solo"
2018-06-28,"Thursday",6,571412,3.4,-38.4,2338,244,204986115,35,"false","Solo"
2018-06-29,"Friday",9,753982,32,-40.6,1654,455,205740097,36,"false","Solo"
2018-06-30,"Saturday",9,1073990,42.4,-43.9,1654,649,206814087,37,"false","Solo"
2018-07-01,"Sunday",9,859698,-20,-35.1,1654,519,207673785,38,"false","Solo"
2018-07-02,"Monday",9,485731,-43.5,-8,1654,293,208159516,39,"false","Solo"
2018-07-03,"Tuesday",8,637351,31.2,-8.3,1654,385,208796867,40,"false","Solo"
2018-07-04,"Wednesday",10,666040,4.5,20.6,1654,402,209462907,41,"false","Solo"
2018-07-05,"Thursday",10,397190,-40.4,-30.5,1654,240,209860097,42,"false","Solo"
2018-07-06,"Friday",13,342946,-13.7,-54.5,778,440,210203043,43,"false","Solo"
2018-07-07,"Saturday",13,428462,24.9,-60.1,778,550,210631505,44,"false","Solo"
2018-07-08,"Sunday",14,300024,-30,-65.1,778,385,210931529,45,"false","Solo"
2018-07-09,"Monday",13,141994,-52.7,-70.8,778,182,211073523,46,"false","Solo"
2018-07-10,"Tuesday",14,173873,22.5,-72.7,778,223,211247396,47,"false","Solo"
2018-07-11,"Wednesday",13,147236,-15.3,-77.9,778,189,211394632,48,"false","Solo"
2018-07-12,"Thursday",11,118344,-19.6,-70.2,778,152,211512976,49,"false","Solo"
2018-07-13,"Friday",20,113687,-3.9,-66.8,315,360,211626663,50,"false","Solo"
2018-07-14,"Saturday",19,175597,54.5,-59,315,557,211802260,51,"false","Solo"
2018-07-15,"Sunday",21,118507,-32.5,-60.5,315,376,211920767,52,"false","Solo"
2018-07-16,"Monday",19,59032,-50.2,-58.4,315,187,211979799,53,"false","Solo"
2018-07-17,"Tuesday",20,79857,35.3,-54.1,315,253,212059656,54,"false","Solo"
2018-07-18,"Wednesday",21,58006,-27.4,-60.6,315,184,212117662,55,"false","Solo"
2018-07-19,"Thursday",17,56645,-2.3,-52.1,315,179,212174307,56,"false","Solo"
2018-07-20,"Friday",24,63679,12.4,-44,208,306,212237986,57,"false","Solo"
2018-07-21,"Saturday",22,100813,58.3,-42.6,208,484,212338799,58,"false","Solo"
2018-07-22,"Sunday",24,79847,-20.8,-32.6,208,383,212418646,59,"false","Solo"
2018-07-23,"Monday",25,37549,-53,-36.4,208,180,212456195,60,"false","Solo"
2018-07-24,"Tuesday",23,49346,31.4,-38.2,208,237,212505541,61,"false","Solo"
2018-07-25,"Wednesday",25,40236,-18.5,-30.6,208,193,212545777,62,"false","Solo"
2018-07-26,"Thursday",25,32982,-18,-41.8,208,158,212578759,63,"false","Solo"
2018-07-27,"Friday",26,43338,31.4,-31.9,165,262,212622097,64,"false","Solo"
2018-07-28,"Saturday",28,61065,40.9,-39.4,165,370,212683162,65,"false","Solo"
2018-07-29,"Sunday",27,47486,-22.2,-40.5,165,287,212730648,66,"false","Solo"
2018-07-30,"Monday",27,23985,-49.5,-36.1,165,145,212754633,67,"false","Solo"
2018-07-31,"Tuesday",28,28968,20.8,-41.3,165,175,212783601,68,"false","Solo"
2018-08-01,"Wednesday",29,27602,-4.7,-31.4,165,167,212811203,69,"false","Solo"
2018-08-02,"Thursday",28,25298,-8.3,-23.3,165,153,212836501,70,"false","Solo"
2018-08-03,"Friday",27,55710,120.2,28.5,200,278,212892211,71,"false","Solo"
2018-08-04,"Saturday",28,80660,44.8,32.1,200,403,212972871,72,"false","Solo"
2018-08-05,"Sunday",29,56553,-29.9,19.1,200,282,213029424,73,"false","Solo"
2018-08-06,"Monday",27,31306,-44.6,30.5,200,156,213060730,74,"false","Solo"
2018-08-07,"Tuesday",27,34148,9.1,17.9,200,170,213094878,75,"false","Solo"
2018-08-08,"Wednesday",27,30898,-9.5,11.9,200,154,213125776,76,"false","Solo"
2018-08-09,"Thursday",27,28669,-7.2,13.3,200,143,213154445,77,"false","Solo"
2018-08-10,"Friday",30,34065,18.8,-38.9,170,200,213188510,78,"false","Solo"
2018-08-11,"Saturday",29,56253,65.1,-30.3,170,330,213244763,79,"false","Solo"
2018-08-12,"Sunday",29,40820,-27.4,-27.8,170,240,213285583,80,"false","Solo"
2018-08-13,"Monday",31,18696,-54.2,-40.3,170,109,213304279,81,"false","Solo"
2018-08-14,"Tuesday",30,20912,11.9,-38.8,170,123,213325191,82,"false","Solo"
2018-08-15,"Wednesday",31,18545,-11.3,-40,170,109,213343736,83,"false","Solo"
2018-08-16,"Thursday",31,17926,-3.3,-37.5,170,105,213361662,84,"false","Solo"
2018-08-17,"Friday",32,26605,48.4,-21.9,152,175,213388267,85,"false","Solo"
2018-08-18,"Saturday",33,40519,52.3,-28,152,266,213428786,86,"false","Solo"
2018-08-19,"Sunday",28,33483,-17.4,-18,152,220,213462269,87,"false","Solo"
2018-08-20,"Monday",30,14024,-58.1,-25,152,92,213476293,88,"false","Solo"
2018-08-21,"Tuesday",31,15386,9.7,-26.4,152,101,213491679,89,"false","Solo"
2018-08-22,"Wednesday",31,13471,-12.4,-27.4,152,88,213505150,90,"false","Solo"
2018-08-23,"Thursday",28,16499,22.5,-8,152,108,213521649,91,"false","Solo"
2018-08-24,"Friday",35,21007,27.3,-21,118,178,213542656,92,"false","Solo"
2018-08-25,"Saturday",36,31359,49.3,-22.6,118,265,213574015,93,"false","Solo"
2018-08-26,"Sunday",38,19790,-36.9,-40.9,118,167,213593805,94,"false","Solo"
2018-08-27,"Monday",37,7338,-62.9,-47.7,118,62,213601143,95,"false","Solo"
2018-08-28,"Tuesday",38,8094,10.3,-47.4,118,68,213609237,96,"false","Solo"
2018-08-29,"Wednesday",37,7917,-2.2,-41.2,118,67,213617154,97,"false","Solo"
2018-08-30,"Thursday",34,8076,2,-51.1,118,68,213625230,98,"false","Solo"
2018-08-31,"Friday",40,13204,63.5,-37.1,90,146,213638434,99,"false","Solo"
2018-09-01,"Saturday",40,22822,72.8,-27.2,90,253,213661256,100,"false","Solo"
2018-09-02,"Sunday",39,24280,6.4,22.7,90,269,213685536,101,"false","Solo"
2018-09-03,"Monday",36,20951,-13.7,185.5,90,232,213706487,102,"false","Solo"
2018-09-04,"Tuesday",41,3755,-82.1,-53.6,90,41,213710242,103,"false","Solo"
2018-09-05,"Wednesday",44,3059,-18.5,-61.4,90,33,213713301,104,"false","Solo"
2018-09-06,"Thursday",43,3568,16.6,-55.8,90,39,213716869,105,"false","Solo"
2018-09-07,"Friday",47,6073,70.2,-54,62,97,213722942,106,"false","Solo"
2018-09-08,"Saturday",45,11516,89.6,-49.5,62,185,213734458,107,"false","Solo"
2018-09-09,"Sunday",47,6565,-43,-73,62,105,213741023,108,"false","Solo"
2018-09-10,"Monday",49,2112,-67.8,-89.9,62,34,213743135,109,"false","Solo"
2018-09-11,"Tuesday",50,2400,13.6,-36.1,62,38,213745535,110,"false","Solo"
2018-09-12,"Wednesday",51,1836,-23.5,-40,62,29,213747371,111,"false","Solo"
2018-09-13,"Thursday",48,2383,29.8,-33.2,62,38,213749754,112,"false","Solo"
2018-09-14,"Friday",53,3182,33.5,-47.6,40,79,213752936,113,"false","Solo"
2018-09-15,"Saturday",53,6096,91.6,-47.1,40,152,213759032,114,"false","Solo"
2018-09-16,"Sunday",51,3957,-35.1,-39.7,40,98,213762989,115,"false","Solo"
2018-09-17,"Monday",54,1097,-72.3,-48.1,40,27,213764086,116,"false","Solo"
2018-09-18,"Tuesday",53,1222,11.4,-49.1,40,30,213765308,117,"false","Solo"
2018-09-19,"Wednesday",54,896,-26.7,-51.2,40,22,213766204,118,"false","Solo"
2018-09-20,"Thursday",54,1308,46,-45.1,40,32,213767512,119,"false","Solo"
